Project;Version;Filename;Creation;Last Modified;Size;Age
OPENJPA;refs/tags/1.0.1;openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java;2006-06-28;2010-01-12;153;184
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/TestRelationToUnlistedClass.java;2007-08-29;2010-10-09;44;162
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/jdbc/kernel/TestSelectReuse.java;2007-10-30;2007-10-30;133;0
OPENJPA;refs/tags/1.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java;2006-07-11;2010-12-06;1843;229
OPENJPA;refs/tags/1.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java;2006-07-11;2010-11-17;1524;227
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfiguration.java;2006-07-11;2010-01-15;499;183
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java;2006-07-11;2010-06-16;1376;205
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/TestRelationToUnlistedClass.java;2007-08-29;2010-10-09;44;162
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/AnnoTest1.java;2007-10-31;2009-03-23;312;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/AnnoTest2.java;2007-10-31;2009-03-23;166;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/AnnoTest3.java;2007-10-31;2009-03-23;64;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbedOwner.java;2007-10-31;2010-10-20;97;155
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbedValue.java;2007-10-31;2009-03-23;77;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbedValue2.java;2007-10-31;2009-03-23;54;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbeddableSuper.java;2007-10-31;2009-03-23;77;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbeddableSuperSub.java;2007-10-31;2009-03-23;58;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbeddedIdClass.java;2007-10-31;2009-03-23;80;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/EmbeddedIdEntity.java;2007-10-31;2009-03-23;88;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/ExtensionsEntity.java;2007-10-31;2009-03-23;106;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/Flat1.java;2007-10-31;2009-03-23;68;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/Flat2.java;2007-10-31;2009-03-23;46;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/Generator.java;2007-10-31;2009-03-23;110;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/PropertyAccess1.java;2007-10-31;2009-03-23;65;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TablePerClass1.java;2007-10-31;2009-03-23;64;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TablePerClass2.java;2007-10-31;2009-03-23;39;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestDiscriminator.java;2007-10-31;2009-03-23;82;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestEJBEmbedded.java;2007-10-31;2010-10-20;187;155
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestEmbeddableSuperclass.java;2007-10-31;2010-06-09;137;136
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestEmbeddedId.java;2007-10-31;2009-03-23;244;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestEnumerated.java;2007-10-31;2009-12-24;97;112
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestExtensionAnnotations.java;2007-10-31;2009-10-23;144;103
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestFlatInheritance.java;2007-10-31;2009-03-23;58;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestJoinedInheritance.java;2007-10-31;2009-03-23;65;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestManyToMany.java;2007-10-31;2009-03-23;110;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestMapKey.java;2007-10-31;2009-03-23;123;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestOneToMany.java;2007-10-31;2009-03-23;102;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestOneToOne.java;2007-10-31;2009-03-23;135;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestPropertyAccess.java;2007-10-31;2010-10-13;94;154
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestSerializedLobs.java;2007-10-31;2009-06-24;169;86
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestTablePerClassInheritance.java;2007-10-31;2009-03-23;101;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestVersion.java;2007-10-31;2009-09-07;206;96
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/test/PersistenceTestCase.java;2007-03-07;2009-08-15;754;127
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/test/SQLListenerTestCase.java;2007-03-30;2011-02-08;299;201
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java;2006-07-11;2010-01-15;624;183
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfiguration.java;2006-07-11;2010-01-15;499;183
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java;2006-07-11;2010-06-16;1376;205
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java;2006-07-11;2011-01-03;3437;233
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java;2006-07-19;2010-11-02;997;223
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java;2006-07-19;2010-06-07;191;202
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java;2006-07-19;2010-01-16;285;182
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/hugariannotation/HungarianNotationFieldDuplicates.java;2007-11-06;2009-03-23;34;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/hugariannotation/HungarianNotationFields.java;2007-11-06;2009-03-23;53;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/hugariannotation/OtherClass.java;2007-11-06;2009-03-23;35;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/hugariannotation/TestHungarianNotationRemoval.java;2007-11-06;2009-03-23;87;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestGenerators.java;2007-11-06;2009-05-30;102;81
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java;2006-07-19;2010-06-07;191;202
OPENJPA;refs/tags/1.0.1;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java;2006-07-11;2010-06-16;1376;205
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java;2006-07-19;2010-10-20;1661;222
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java;2007-11-07;2010-01-16;203;114
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerCollectionTableFieldStrategy.java;2007-11-07;2009-05-09;284;78
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java;2007-11-07;2010-01-16;448;114
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationHandlerMapTableFieldStrategy.java;2007-11-07;2009-03-23;290;71
OPENJPA;refs/tags/1.0.1;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java;2007-11-07;2010-06-16;539;136
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java;2006-07-19;2010-06-18;2196;204
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementColumn.java;2007-11-07;2009-03-23;54;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementColumns.java;2007-11-07;2009-03-23;39;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementEmbeddedMapping.java;2007-11-07;2009-03-23;46;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementStrategy.java;2007-11-07;2009-03-23;38;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyClassCriteria.java;2007-11-07;2009-03-23;39;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyColumn.java;2007-11-07;2009-03-23;54;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyColumns.java;2007-11-07;2009-03-23;39;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyEmbeddedMapping.java;2007-11-07;2009-03-23;45;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyForeignKey.java;2007-11-07;2009-03-23;46;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyIndex.java;2007-11-07;2009-03-23;42;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyJoinColumn.java;2007-11-07;2009-03-23;52;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyJoinColumns.java;2007-11-07;2009-03-23;39;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyNonpolymorphic.java;2007-11-07;2009-03-23;38;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyStrategy.java;2007-11-07;2009-03-23;38;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingTag.java;2006-07-19;2010-01-16;121;182
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XEmbeddedMapping.java;2007-11-07;2009-03-23;45;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverride.java;2007-11-07;2009-03-23;52;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverrides.java;2007-11-07;2009-03-23;37;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/NonstandardMappingEntity.java;2007-11-07;2009-03-23;149;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/NonstandardMappingMappedSuper.java;2007-11-07;2009-03-23;50;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/PointHandler.java;2007-11-07;2010-03-09;87;121
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestDiscriminator.java;2007-10-31;2009-03-23;82;72
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestNonstandardMappingAnnotations.java;2007-11-07;2010-10-13;350;153
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/HandlerCollectionInstance.java;2007-11-07;2009-03-23;39;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/HandlerToHandlerMapInstance.java;2007-11-07;2009-05-28;38;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/HandlerToRelationMapInstance.java;2007-11-07;2009-05-28;38;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/RelationToHandlerMapInstance.java;2007-11-07;2009-05-28;43;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/RelationToRelationMapInstance.java;2007-11-07;2009-03-23;43;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/SimpleEmbeddable.java;2007-11-07;2009-03-23;34;71
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestHandlerCollections.java;2007-11-07;2009-05-28;47;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestHandlerToHandlerMaps.java;2007-11-07;2009-05-28;51;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestHandlerToRelationMaps.java;2007-11-07;2009-05-28;48;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestRelationToHandlerMaps.java;2007-11-07;2009-05-28;51;81
OPENJPA;refs/tags/1.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestRelationToRelationMaps.java;2007-11-07;2009-05-28;52;81
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java;2006-07-11;2010-12-09;5232;230
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java;2006-07-19;2010-07-22;1457;209
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java;2006-07-19;2010-01-16;268;182
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java;2006-07-19;2010-03-09;451;189
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/TableJDBCSeq.java;2006-07-19;2010-08-12;1054;212
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java;2006-07-19;2010-01-16;206;182
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java;2006-07-19;2010-10-13;1166;221
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java;2006-07-19;2010-03-08;2231;189
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java;2006-07-19;2010-11-30;1556;227
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java;2006-07-19;2010-03-09;514;189
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java;2007-07-27;2010-09-21;336;164
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java;2006-07-11;2010-06-15;1486;205
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java;2006-07-11;2010-12-22;4871;232
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java;2007-07-27;2009-03-23;237;86
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java;2006-07-11;2011-01-03;3437;233
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java;2006-07-11;2008-03-05;351;86
OPENJPA;refs/tags/1.0.2;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java;2006-09-19;2009-02-11;94;125
OPENJPA;refs/tags/1.0.2;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java;2006-06-28;2010-09-28;827;221
OPENJPA;refs/tags/1.0.2;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java;2006-09-19;2009-04-03;171;132
OPENJPA;refs/tags/1.0.2;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java;2006-09-19;2010-06-15;553;195
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/TestEnhancementWithMultiplePUs.java;2007-11-16;2010-10-09;159;151
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/TestUnenhancedOneToMany.java;2007-11-16;2009-03-23;118;70
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/UnenhancedBootstrapInstance.java;2007-07-27;2009-03-23;30;86
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/UnenhancedMany.java;2007-11-16;2009-03-23;69;70
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/enhance/UnenhancedOne.java;2007-11-16;2009-03-23;67;70
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/lib/conf/TestAnchorParsing.java;2007-11-16;2010-10-09;161;151
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/test/PersistenceTestCase.java;2007-03-07;2009-08-15;754;127
OPENJPA;refs/tags/1.0.2;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java;2006-07-11;2010-12-13;1070;230
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicPCHelper.java;2007-11-16;2007-11-16;30;0
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java;2006-07-19;2010-11-02;1269;223
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;2006-07-19;2010-11-30;6194;227
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java;2006-07-11;2010-11-03;209;225
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2006-07-11;2010-11-03;2638;225
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/fields/TestEnumsInJPQL.java;2007-11-17;2009-05-28;151;79
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/fields/TestEnumsInJPQL.java;2007-11-17;2009-05-28;151;79
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;2006-07-19;2010-11-30;6194;227
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java;2006-07-11;2010-11-03;209;225
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2006-07-11;2010-11-03;2638;225
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/fields/TestEnumsInJPQL.java;2007-11-17;2009-05-28;151;79
OPENJPA;refs/tags/1.0.2;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java;2006-07-11;2010-12-13;649;230
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java;2006-07-11;2010-02-18;648;188
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;2006-07-19;2010-11-30;6194;227
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java;2006-07-19;2010-11-30;162;227
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java;2006-12-30;2010-10-12;289;197
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java;2006-07-19;2010-12-12;401;229
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java;2006-07-19;2010-11-05;549;224
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java;2006-07-19;2010-07-22;1457;209
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java;2006-07-11;2010-03-27;985;193
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/detachment/Record.java;2007-11-20;2007-11-20;52;0
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/detachment/TestDetachment.java;2007-11-20;2007-11-20;96;0
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestQueryPagination.java;2007-08-08;2009-05-28;104;94
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/detachment/Record.java;2007-11-20;2007-11-20;52;0
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/detachment/TestDetachment.java;2007-11-20;2007-11-20;96;0
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java;2006-07-11;2010-08-03;844;212
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java;2006-07-11;2010-03-27;985;193
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/kernel/TestDynamicClassRegistration.java;2007-11-21;2010-10-09;96;150
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java;2006-07-19;2010-06-11;168;203
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/kernel/TestDynamicClassRegistration.java;2007-11-21;2010-10-09;96;150
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/test/PersistenceTestCase.java;2007-03-07;2009-08-15;754;127
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/xml/TestSimpleXmlEntity.java;2007-03-10;2010-02-10;110;152
OPENJPA;refs/tags/1.0.2;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/xml/TestXmlOverrideEntity.java;2007-04-02;2009-07-01;140;117
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSavepointManager.java;2006-07-19;2007-11-21;146;70
OPENJPA;refs/tags/1.0.2;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java;2006-07-19;2009-04-02;1676;141
OPENJPA;refs/tags/1.0.2;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java;2006-07-11;2010-12-22;4871;232
